artist,role,text
The Weeknd,singer,"On February 24, 2023, following months-long renewed interest in and virality of the Weeknd's 2016 song ""Die for You"", which began charting in 2022 and reached a new peak of 6 on the Billboard Hot 100 6 years after its release, a remix of the song featuring Ariana Grande was released. The remix marked their fourth collaboration. In the Billboard Hot 100 issue dated March 11, 2023, the remix reached the top of the chart, becoming both artists' seventh number one hit. On February 27, 2023, in the wake of the remix's success, the Weeknd became the first artist to surpass 100 million monthly listeners on Spotify."
The Weeknd,singer,"On March 3, 2023, the Weeknd released his first live album, titled Live at SoFi Stadium. It featured recordings from his HBO concert film of the same name, showcasing the last concert of the North American leg of his After Hours til Dawn Tour at SoFi Stadium. He subsequently featured on four songs—""Artificial Intelligence"", ""Defame Moi"", ""More Coke!!"", and ""Emotionless""—from Mike Dean's album 4:23, released on April 29, 2023. In May 2023, the Weeknd stated that he was intending to retire the moniker of ""the Weeknd"" in favor of performing under his birth name, or adopting a new pseudonym altogether. He explained that his upcoming album would most likely serve as his ""final hurrah"" under the name."
The Weeknd,singer,=== 2023–present: The Idol and Hurry Up Tomorrow ===
The Weeknd,singer,"The Weeknd co-created the HBO drama series The Idol with Sam Levinson, and stars in the show alongside Lily-Rose Depp. The series premiered at the 2023 Cannes Film Festival out of competition, where it received significant controversy for its graphic depiction of onscreen nudity and sexual content. The series debuted to widespread negative reviews from critics. The Hollywood Reporter stated that the series confirms the allegations that ""Instead of subtly skewering the misogynistic and predatory nature of the business, The Idol became a forbidden love story — the stuff of a toxic man's fantasy"", and called it ""regressive rather than transgressive"". He received negative reviews for his acting, with critic Robert Daniels of The Playlist writing, ""Tesfaye is also a terrible actor. He lacks the comfortability, the gravitas, charisma, and charm to increase the viability of Jocelyn being attracted to him. In most scenes, Tesfaye either hides under the cover of dim lighting, obtrusive coverage, or re-recorded dialogue dubbed into several scenes."" On August 28, 2023, HBO announced it had cancelled The Idol after one season."
The Weeknd,singer,"On June 8, 2023, the Weeknd announced a series of EPs featuring music from The Idol. Originally intended as a soundtrack album, each EP was released following the premiere of each episode of the show, which featured collaborations with Future, Playboi Carti, Madonna, Lil Baby, Lily-Rose Depp, and Jennie from the South Korean girl group Blackpink. Later in June he received an invitation from the Academy to become a member."
The Weeknd,singer,"On July 21, Tesfaye appeared on Travis Scott's lead single ""K-pop"" from his fourth studio album Utopia, and later appeared on another track on Scott's album, ""Circus Maximus"". Tesfaye appeared on Diddy's single ""Another One of Me"" on September 15, which he called his ""final feature"", despite releasing multiple collaborations with Metro Boomin and Future in 2024."
The Weeknd,singer,"On December 2, 2023, Fortnite announced that the Weeknd would be featured as the headlining artist for its Fortnite Festival gamemode and outfits of him would become available to play with on December 9. His outfits have three different variants of himself; the red suit seen throughout the promotional material for After Hours, the outfit from his 2022 Coachella performance, and two of the costumes that he was seen wearing during the After Hours til Dawn Tour."
The Weeknd,singer,"Tesfaye first teased news of a follow-up album to Dawn FM in 2022, telling his fans: ""[I] wonder... did you know you're experiencing a new trilogy?"" via Twitter. On January 8, 2024, he further teased an upcoming album, posting pictures of his last two albums and a question mark on his social media. On March 22, 2024, he appeared on the track ""Young Metro"" from Future and Metro Boomin's collaborative album, We Don't Trust You as well as several tracks on Future and Metro Boomin's We Still Don't Trust You album."
The Weeknd,singer,"On July 17, 2024, Tesfaye announced a one-night show in São Paulo, Brazil, set to take place on September 7, 2024. He announced the title of his upcoming sixth album, Hurry Up Tomorrow, three days prior to the concert. The album was released on January 31, 2025."
The Weeknd,singer,== Artistry ==
The Weeknd,singer,=== Influences ===
The Weeknd,singer,"Tesfaye cites Michael Jackson, Prince, and R. Kelly as his main musical inspirations. He has attributed Jackson's music as key in spurring him to be a singer, referencing the lyrics to ""Dirty Diana"" as an example. His high-flying vocal style was influenced by Ethiopian singers such as Aster Aweke. He grew up listening to a variety of music genres, including soul, hip hop, funk, indie rock, and post-punk. Tesfaye is heavily influenced by 1980s music, and credits the video game Grand Theft Auto: Vice City (2002) for ""opening my eyes"" to the music of that era. ""I've always had an admiration for the era before I was born"", he said in an interview for Billboard. ""You can hear it as far back as my first mixtape that the '80s – Siouxsie and the Banshees, Cocteau Twins – play such a huge role in my sound."""
The Weeknd,singer,"Tesfaye has named Deftones as one of his influences during the making of House of Balloons, Thursday and Echoes of Silence. He has also cited Lana Del Rey, David Bowie, the Smiths, Bad Brains, Talking Heads, DeBarge, 50 Cent, Wu-Tang Clan, and Eminem as influences and inspirations. When Daft Punk announced their split in 2021, Tesfaye praised them during an interview with Variety, saying: ""Those guys are one of the reasons I make music, so I can't even compare them to other people..."""
The Weeknd,singer,=== Production and songwriting ===
The Weeknd,singer,"Tesfaye's songs are ""built around a fogged, crepuscular production"", and feature slow tempos, rumbling bass, and forlorn echoes. His music incorporates samples that are unconventional in R&B production, including punk, shoegaze, dream pop and alternative rock. Marc Hogan of Spin says that Tesfaye's samples tend ""to draw from rock critic-approved sources, though generally ones that already share elements of his sexual menace"", sampling artists such as Beach House, Siouxsie and the Banshees and Aaliyah. Tesfaye worked mostly with producers Illangelo and Doc McKinney, whom Ian Cohen of Pitchfork credits with developing ""a state-of-the-art R&B template"" with the artist. In concert, Tesfaye reappropriates his digitized productions with a suite-like arena rock aesthetic."
The Weeknd,singer,"His emotional, plaintive lyrics often express feelings of hurt and deal with subject matter such as sex, drugs, and partying; this is seen especially in After Hours and House of Balloons. Hermione Hoby of The Guardian characterizes Tesfaye's songs as ""narcotised-slow jams"" and delineates their message as ""partying is an existential experience, sex is fraught with alienation, and everything registers as unreal and unsettling."" Paul MacInnes of The Guardian stated that he views Tesfaye's three mixtapes as ""a rough trajectory of party, after-party and hangover."" Anupa Mistry of the Toronto Standard observes throughout his mixtapes a ""cast of supine, stoned zombie-women... whose legs willingly part after being plied with substances and who morph into threats only when [he is] coming down and feeling vulnerable."" Tesfaye has stated that by singing vulgar, ignorant lyrics in an elegant, sexy way, he is ""paying homage to R Kelly, and even Prince to a certain extent."""
